id,name,latitude_deg,longitude_deg,municipality,iata_code
19125,Crosbyton Municipal Airport,33.62379837,-101.2409973,Crosbyton,
13531,Lesesne Airport,33.36920166,-80.22329712,Cross,
24435,Crosswinds-Wilson Private Airport,33.27180099,-80.25430298,Cross,
8018,Southern Aero Sports Airport,34.62509918,-81.89839935,Cross Anchor,
10132,Rimes Lakecrest Airport,29.46789932,-82.15879822,Cross Creek,
25128,Ross Planes Airport,32.13999939,-99.15869904,Cross Plains,
19554,Z M Jack Stell Field,33.17829895,-91.88020325,Crossett,CRT
11732,Buck Creek Ranch Airport,35.88339996,-84.96880341,Crossville,
8177,Crosswind Lake Airport,62.40090179,-146.0130005,Crosswind Lake,
12039,Arnold Field,43.29779816,-82.6065979,Croswell,
23777,W C Ranch STOLport,35.1197,-95.703903,Crowder,
9880,Foard County Airport,33.97930145,-99.71289825,Crowell,
15615,Lawson Field,30.2894001,-92.38899994,Crowley,
21555,Hensgens Strip,30.344601,-92.343201,Crowley,
21557,Walsh Airport,30.29433378,-92.42620087,Crowley,
13990,Crowley Ranch Airstrip,43.30789948,-117.8939972,Crowley,
22650,Swanson Field,45.44639969,-93.38279724,Crown,
14775,Cottonwood Farm Airport,38.08110046,-78.69560242,Crozet,
13366,Spring Landing Airport,39.24580002,-75.88439941,Crumpton,
26300,Seafood Warehouse Park Airport,29.46549988,-94.62740326,Crystal Beach,
9784,Wagner-Braxdale Airport,28.67830086,-99.79869843,Crystal City,
10796,Picosa Ranch Airport,28.71969986,-100.0550003,Crystal City,
10797,Chacon Creek Ranch Airport,28.70859909,-100.0070038,Crystal City,
15183,H & F Properties Airport,28.81500053,-99.75810242,Crystal City,
18528,Crystal City Municipal Airport,28.69779968,-99.81780243,Crystal City,
24742,Flying G Airport,28.76689911,-100.0830002,Crystal City,
10335,Huber Airport,46.16880035,-88.17240143,Crystal Falls,
18864,Iron County Airport,46.00910187,-88.27390289,Crystal Falls,
9436,South 80 Field,43.19079971,-93.77079773,Crystal Lake,
8274,Post Oak Ranch Airport,28.85580063,-82.55259705,Crystal River,
13022,J.R.'s STOLport,29.00359917,-82.55529785,Crystal River,
20408,Copiah County Airport,31.9029007,-90.36869812,Crystal Springs,
10200,Dew Airpark,42.23590088,-78.21170044,Cuba,
23292,Cubero Airport,35.08750153,-107.5630035,Cubero,
24698,Cuero Municipal Airport,29.08359909,-97.26689911,Cuero,
24744,Lempa Airport,29.0058,-97.311697,Cuero,
7839,Hock Airport,40.31669998,-100.8089981,Culbertson,
25361,Layne Farm Airstrip,37.12129974,-78.64360046,Cullen,
15981,Askey Field,35.45830154,-86.95690155,Culleoka,
24146,Culmerville Airport,40.66260147,-79.84559631,Culmerville,
6690,The Greenhouse Airport,38.43569946,-77.85720062,Culpeper,
14811,Belmont Farm Airport,38.37419891,-77.99189758,Culpeper,
25363,Berryvale Airport,38.52679825,-77.95639801,Culpeper,
25399,Homeland Airport,38.57009888,-77.93499756,Culpeper,
8344,Van De Mark Airport,41.24729919,-86.50309753,Culver,
10227,Winn Field,41.17559814,-86.37359619,Culver,
10523,Ddt Field,41.20470047,-86.34580231,Culver,
18123,I & C Field,41.28369904,-86.46279907,Culver,
18142,Fleet Field,41.22230148,-86.38610077,Culver,
18143,H.J.Umbaugh Airport,41.30699921,-86.4375,Culver,
12651,Lake Billy Chinook State Airport,44.51929855,-121.3209991,Culver,
8725,Mexico Farms Airport,39.60480118,-78.76059723,Cumberland,
17494,Stafford Airport,30.81110001,-81.46279907,Cumberland Island,
24714,Morris Manor Airport,33.16120148,-95.80580139,Cumby,
11434,Ebeneezer Airport,34.24229813,-84.05709839,Cumming,
13258,Stoney Point Field,34.13259888,-84.19940186,Cumming,
14926,Pinetree Heliport,34.145833,-84.229722,Cumming,
13807,Terry Field,36.89870071,-88.84670258,Cunningham,
22100,Circle T Ranch Airport,44.68780136,-83.74389648,Curran,
12595,Gruetter Airport,41.59249878,-83.37550354,Curtice,
18789,Curtis Municipal Airport,40.63750076,-100.4710007,Curtis,
7600,Curtis Airport,46.5904007,-123.1050034,Curtis,
7500,Old Orchard Airport,41.00839996,-78.56089783,Curwensville,
24263,Windy Hill Airport,40.08509827,-78.54750061,Curwensville,
22032,Thorn Airport,43.93000031,-86.16560364,Custer,
22431,Ruff Airport,46.13330078,-107.5510025,Custer,
18067,Corn Field,41.22309875,-88.14530182,Custer Park,
14604,Ledet Airfield,29.5555,-90.329498,Cut Off,
15790,Hepp Airport,38.03369904,-89.57929993,Cutler,
21952,Cutler Regional Airport,44.67990112,-67.26439667,Cutler,
10407,Dixon Airport,34.922199,-119.526001,Cuyama,
9395,Folsom Airport,30.67259979,-85.08350372,Cypress,
11729,Squirrel Creek Ranch Airport,29.26409912,-99.3506012,D'Hanis,
11747,Glasscock Field,29.375,-99.34200287,D'Hanis,
10452,Two J's Flying Ranch Airport,28.45249939,-82.20780182,Dade City,
12348,Dusty Airpatch Airport,28.41309929,-82.2233963,Dade City,
17324,Cub Haven STOLport,28.45330048,-82.21499634,Dade City,
17113,Dahl Creek Airport,66.94329834,-156.9049988,Dahl Creek,DCK
9152,Gelfius International Airport,38.14889908,-88.67030334,Dahlgren,
20633,Dahlgren Naval Surface Warfare Center Airport,38.33250046,-77.03720093,Dahlgren,DGN
19127,Greater Morris County Airport,33.12680054,-94.69879913,Daingerfield,
25737,Atkins Ridge Airport,42.94889832,-89.82530212,Daleyville,
9080,Miller Airfield,36.09170151,-102.4160004,Dalhart,
9710,Lehman Airport,41.31949997,-76.04440308,Dallas,
10252,Texas Health Presbyterian Hospital Dallas Heliport,32.880403,-96.761389,Dallas,
11183,Lavon North Airport,33.12820053,-96.50969696,Dallas,
10325,Husband Field,41.6794014,-94.02020264,Dallas Center,
24261,Flying Eagle Airport,40.64590073,-76.81220245,Dalmatia,
17545,Pratermill Flight Park Airport,34.88169861,-84.88970184,Dalton,
8533,Miller Airstrip,41.34080124,-102.7779999,Dalton,
21846,Wingfield Airport,38.143501,-76.356597,Dameron,
11711,Massimiliano Memorial Field,29.35549927,-95.6638031,Damon,
26246,H & S Airfield,29.33110046,-95.70469666,Damon,
6953,Salaika Aviation Airport,29.2404995,-95.34470367,Danbury,
9882,Knape Airport,29.22039986,-95.31089783,Danbury,
13959,Garrett Ranch Airport,29.28720093,-95.35970306,Danbury,
16737,Danby Airstrip,34.55500031,-115.3560028,Danby,
23147,Tom N' Jerry Airport,42.35480118,-76.51609802,Danby,
8865,Ray's Stall Airport,35.98529816,-83.09220123,Dandridge,
12740,Eberle Ranch Airport,43.2682991,-89.48439789,Dane,
25759,Dane Airport,43.22219849,-89.46820068,Dane,
13998,Smith Aviation Inc Airport,29.0529995,-96.2621994,Danevang,
14974,Raymond Classen Memorial Airport,40.81669998,-87.99169922,Danforth,
26094,Antelope Run Ranch Airport,42.81689835,-110.2779999,Daniel,
14120,Danville Airpark,32.58100128,-83.2677002,Danville,
11443,Mccoy Airport,40.8185997,-91.33889771,Danville,
7229,Flying B Ranch Airport,40.1570015,-87.67449951,Danville,
18240,Melody Field,40.14860153,-87.69450378,Danville,
7714,Jr's Airport,39.81890106,-86.5381012,Danville,
17919,Lindley Private Airport,39.80870056,-86.49559784,Danville,
17962,Meadors Field,39.7942009,-86.57779694,Danville,
15613,Gravity Zero Airport,37.6556015,-84.69029999,Danville,
15473,Buck Hollar Airport,36.62319946,-79.35590363,Danville,
16251,Belforest Airport,30.616899,-87.858299,Daphne,
10296,Ronshausen Airport,39.68510056,-83.07189941,Darbyville,
12915,White's Airport,39.70280075,-83.09390259,Darbyville,
6976,Sapelo Island Airport,31.42580032,-81.2858963,Darien,
10479,Eden Field,31.41270065,-81.43730164,Darien,
17495,Patterson Island Airport,31.4612999,-81.33869934,Darien,
6858,Ames Private Airport,42.65110016,-88.74590302,Darien,
8862,Graham Airport,34.34790039,-79.87999725,Darlington,
18995,Branhams Airport,34.28210068,-79.92870331,Darlington,
24491,Paul's Plantation Airport,34.36600113,-79.82420349,Darlington,
7765,J & S Field,38.11859894,-87.64749908,Darmstadt,
15796,Bayou Meadows Airport,32.70009995,-91.38339996,Darnell,
25154,Duke Ranch Airport,36.37950134,-100.3430023,Darrouzett,
16388,Morton Field Ultralight Flightpark,32.805801,-113.507004,Dateland,
24241,Tallman West Airport,40.4056015,-76.94000244,Dauphin,
8035,Las Trancas Airport,37.08800125,-122.2740021,Davenport,
10105,Plath Farms Airport,46.7057991,-97.15650177,Davenport,
22897,Schroeder Airport,46.70830154,-97.11699677,Davenport,
8903,Grone Airport,40.29700089,-97.79810333,Davenport,
14500,R & R Farms Airport,40.28170013,-97.85420227,Davenport,
23383,Mountain Top Airport,42.48730087,-74.78019714,Davenport,
13117,Hall-Feld Airport,40.99140167,-96.61969757,Davey,
22931,Warbonnet Ag Strip,40.95000076,-96.65029907,Davey,
19160,David City Municipal Airport,41.23089981,-97.12290192,David City,
7924,Isbell Ranch Airport,30.80850029,-97.27390289,Davilla,
13137,Medlock Field,38.6155014,-121.7470016,Davis,
18002,Ellis Airport,42.44250107,-89.45010376,Davis,
15519,Crazy Horse Municipal Airport,34.54650116,-97.10839844,Davis,
25421,Chance Airport,37.5646019,-75.92630005,Davis Wharf,
7776,John's Airport,43.05170059,-83.49189758,Davison,
15718,Young Airport,31.83959961,-84.4815979,Dawson,
12687,Knapp Pecan Orchard Airpark,31.9741993,-96.67829895,Dawson,
15017,Tradewater Airport,37.18889999,-87.67500305,Dawson Springs,
9917,Elliott Field,34.45899963,-84.1812973,Dawsonville,
15137,Riverview Ranch Airport,42.93370056,-123.1210022,Days Creek,
9298,Paulling Place Airstrip,32.351799,-87.545602,Dayton,
21891,Glenair Airport,39.26959991,-77.00530243,Dayton,
22500,Leo's Angus Ranch Airport,38.480001,-94.197403,Dayton,
17669,Dahio Trotwood Airport,39.76589966,-84.34329987,Dayton,
8864,Seaberg Ranch Airport,30.01269913,-94.92410278,Dayton,
10800,Gum Island Airport,29.95159912,-94.90440369,Dayton,
10808,Pinoak Airport,30.10580063,-94.95880127,Dayton,
10826,Pavlat Airport,30.02109909,-94.94599915,Dayton,
11726,Jamison Airstrip,30.06270027,-94.94740295,Dayton,
24715,Jet Ag Inc Airport,30.00720024,-94.96690369,Dayton,
25051,West Liberty Airport,30.05830002,-94.97810364,Dayton,
15635,Xingu Airstrip,44.84579849,-107.2770004,Dayton,
7464,Wiley Creek Airport,44.50239944,-119.3720016,Dayville,
11304,Land's Inn Ranch Airport,44.59379959,-119.564003,Dayville,
22845,Bryn Airport,47.19110107,-98.16899872,Dazey,
25906,Elert Airport,43.26440048,-89.32319641,De Forest,
7232,Walter Airport,41.87250137,-88.72370148,De Kalb,
7233,Jack W. Watson Airport,41.85480118,-88.78730011,De Kalb,
18221,Hoffman Airport,41.97029877,-88.75090027,De Kalb,
18234,Uncle Chuck's Airport,41.9178009,-88.78929901,De Kalb,
6759,De Leon Municipal Airport,32.09880066,-98.52529907,De Leon,
25031,Smith Flying Service Airport,32.1086998,-98.48799896,De Leon,
17358,Lafayette Landings Airport,29.16860008,-81.26480103,De Leon Springs,
7883,De Motte Airport,41.207,-87.212502,De Motte,
25937,Birch Creek Airport,44.35549927,-88.05840302,De Pere,
18924,De Quincy Industrial Airpark,30.44120026,-93.47350311,De Quincy,
10096,Swamp Smith Airport,30.77160072,-93.27130127,De Ridder,
17873,Hangman Creek Ranch Airport,47.107101,-116.810997,De Smet,
24560,Lee Airport,44.21559906,-97.60749817,De Smet,
17729,De Soto Airport,41.541698,-94.008597,De Soto,
11490,Ingels Aerodrome,39.01860046,-94.95439911,De Soto,
12467,De Witt Municipal Airport Whitcomb Field,34.262299,-91.307503,De Witt,
22023,Hoerners Corners Airport,42.86529922,-84.70549774,De Witt,
8873,Helmericks Airport,70.428338,-150.402896,Deadhorse,
11322,Inigok Airport,70.00379944,-153.0780029,Deadhorse,
16172,Badami Airport,70.13749695,-147.0299988,Deadhorse,
21868,Deale Airport,38.78340149,-76.56469727,Deale,
18773,Deblois Flight Strip,44.72639847,-67.99069977,Deblois,
18914,Crystal Lake Airport,36.34360123,-94.44480133,Decatur,
7822,Gage Airport,40.81529999,-84.92769623,Decatur,
17965,Blomenberg Airport,40.89619827,-85.04910278,Decatur,
12688,Mc Entire Airport,33.14459991,-97.60169983,Decatur,
13913,Bishop Airport,33.26649857,-97.4516983,Decatur,
14580,Lazy G Bar Ranch Airport,33.282101,-97.497002,Decatur,
25073,Red Ace Ranch Airport,33.2417984,-97.62110138,Decatur,
25179,Lazy 9 Ranch Airport,33.29930115,-97.52729797,Decatur,
26169,Allison Farm Airport,33.24169922,-97.4280014,Decatur,
26223,Jbj Ranch Airport,33.30270004,-97.45809937,Decatur,
26224,Flat Bush Airport,33.13439941,-97.60700226,Decatur,
25615,Decatur /Jones/ Airport,48.51010132,-122.8030014,Decatur Island,
7234,Snider Field,38.5,-87.59590149,Decker,
15749,Bandmill Field,38.53419876,-87.59190369,Decker,
10607,Innes Acres Airport,43.45000076,-83.02770233,Decker,
12081,Indian Creek Ranch Airport,43.57770157,-82.64759827,Deckerville,
7085,Taylor's Air Strip,35.89899826,-93.26100159,Deer,
7244,Cady Aerial RLA Restricted Landing Area,41.66080093,-89.69360352,Deer Grove,
22488,Larner Field,46.28710175,-112.7580032,Deer Lodge,
25646,Deer Flat Airport,47.95690155,-117.6039963,Deer Park,
25809,Pete's Airport,47.84159851,-117.4469986,Deer Park,
16644,Morris Airport,39.83509827,-103.7360001,Deer Trail,
14539,Millers Airstrip,48.3885994,-101.0449982,Deering,
12506,Lindey's Landing Airport,46.3871994,-93.93190002,Deerwood,
15039,Sethney Personal STOLport,46.37969971,-93.81359863,Deerwood,
23315,Marys River Ranch Airport,41.31629944,-115.25,Deeth,
7167,Breezy Knoll Airport,30.82019997,-86.3443985,Defuniak Springs,
7169,Joy Farms Airport,30.65209961,-86.10939789,Defuniak Springs,
12357,Cedar Lane Airport,30.7363,-86.212997,Defuniak Springs,
13139,Unicorn Place Airport,30.84469986,-86.28140259,Defuniak Springs,
13772,Paynes Airport,45.13539886,-95.51670074,DeGraff,
8268,Moores Airport,44.38759995,-75.06629944,Degrasse,
8974,Bertani Ranch Airport,29.42270088,-100.7389984,Del Rio,
11722,Lewis Private Airport,29.54409981,-100.6729965,Del Rio,
11727,Devil's River Ranch Airport,29.74080086,-100.9649963,Del Rio,
14550,Horn Ranch Airport,29.54190063,-100.6169968,Del Rio,
15207,Rnk Ranch Airport,29.91740036,-100.913002,Del Rio,
24737,Flying D Ranch Airport,29.92580032,-100.8399963,Del Rio,
24788,Tyra Ranch Airport,29.79380035,-100.8789978,Del Rio,
25021,Rio Vista Ranch Airport,29.83580017,-100.9779968,Del Rio,
24763,Del Valle Airport,30.16769981,-97.59279633,Del Valle,
14674,North Exuma Airport,29.09490013,-81.27760315,Deland,
15383,Pine Lakes Farm Airport,28.9447,-81.408096,Deland,
17354,Deep Woods Ranch Airport,29.03030014,-81.4469986,Deland,
17430,Bradshaw Tree Farm Airport,28.948601,-81.413101,Deland,
22126,Brandt Airport,45.04729843,-93.83640289,Delano,
23456,Wandervogel Gliderport,42.7181015,-74.16349792,Delanson,
8350,Hobby Hideaway RLA Airport,40.347,-89.470703,Delavan,
25760,Smilin' Sam's Airport,42.5872,-88.658203,Delavan,
12916,Bowman Field,40.33509827,-83.13600159,Delaware,
14315,Obi One Airport,40.35279846,-83.0510025,Delaware,
23622,Berlin Station Lndg Strip,40.25889969,-83.01180267,Delaware,
23669,Fly-A-Way Farm Airport,40.25030136,-82.99430084,Delaware,
23696,Flying Acres Airport,40.38389969,-83.10690308,Delaware,
12908,Leonards Airfield & Indust Park Airport,29.96409988,-91.91210175,Delcambre,
13680,Gunnersfield Ranch Airport,39.35269928,-122.0940018,Delevan,
18381,Delhi Municipal Airport,32.41070175,-91.498703,Delhi,
18856,Dell Flight Strip,44.7356987,-112.7200012,Dell,
18576,Dell City Municipal Airport,31.947599,-105.192001,Dell City,
15956,Weelborg Airport,43.80659866,-96.70890045,Dell Rapids,
24524,Jensen Airport,43.83330154,-96.85030365,Dell Rapids,
11629,Cross' Farm Airport,42.55950165,-73.77210236,Delmar,
11448,De Ford Airport,40.60950089,-86.73829651,Delphi,
24616,Baldock Farm Airport,39.25,-97.65029907,Delphos,
10708,Youngpeter Airport,40.78329849,-84.36779785,Delphos,
17279,Antiquers Aerodrome,26.4654007,-80.14980316,Delray Beach,
9143,Roubideau Airport,38.72600174,-108.1289978,Delta,
10423,Sky Island Ranch Airport,38.73749924,-108.0059967,Delta,
12313,Jim's Heliport,38.703611,-108.063164,Delta,
16942,Barber Field,38.77280045,-108.0439987,Delta,
19593,Westwinds Airport,38.75749969,-108.1480026,Delta,
25292,Desert Aviation Airport,39.45940018,-112.6549988,Delta,
7698,Rocking T. Ranch Airport,63.99959946,-145.5019989,Delta Junction,
9234,Remington Field,64.04959869,-145.4190063,Delta Junction,
11107,Cherokee Airport,63.96179962,-145.4700012,Delta Junction,
13880,Pogo Mine Airstrip,64.46749878,-144.9210052,Delta Junction,
15648,Arctic Angel Airport,64.13739777,-145.8300018,Delta Junction,
16104,Wingsong Estates Airport,64.04959869,-145.5019989,Delta Junction,
16171,All West Airport,63.94139862,-145.4219971,Delta Junction,
17080,Delta Junction Airport,64.05039978,-145.7169952,Delta Junction,DJN
23228,Solo Ranch Airport,32.26259995,-107.4039993,Deming,
23245,Luna Landing Airport,32.10010147,-107.822998,Deming,
11787,Riverside Airport,48.83480072,-122.2639999,Deming,
7647,Road Commission Nr 1 Airport,63.10820007,-147.5319977,Denali,
18145,Podell Airport,41.12639999,-86.69329834,Denham,
16057,Mc Keon Aviation Airport,33.73429871,-96.62670136,Denison,
25129,Kidd-Private Airport,33.8083992,-96.6085968,Denison,
13365,Dileo Field,38.83639908,-75.90640259,Denton,
15802,G W Farm Airport,38.85200119,-75.68930054,Denton,
21886,Gary Field,38.89830017,-75.91059875,Denton,
12704,Denton Airport,47.32080078,-109.9420013,Denton,
22932,Denton Airfield,40.71580124,-96.86779785,Denton,
9796,Myska Field,33.15570068,-97.13809967,Denton,
10891,Hartlee Field,33.26850128,-97.07109833,Denton,
11188,Windy Hill Airport,33.31119919,-97.10449982,Denton,
11712,Warschun Ranch Airport,33.30289841,-97.11139679,Denton,
24889,Smither Field,33.30970001,-97.09279633,Denton,
13415,Little Mountain Airport,35.59170151,-81.07939911,Denver,
8663,Two Leggs Airport,32.94179916,-103,Denver City,
19703,Denver City Airport,32.97510147,-102.8420029,Denver City,
6904,Beyer Farm Airport,37.58390045,-97.25309753,Derby,
8379,Hamilton Field,37.56060028,-97.23370361,Derby,
10141,Blue Sky Ranch and Aerodrome,37.5336,-97.311697,Derby,
24617,Olson Aerodrome,37.52360153,-97.1984024,Derby,
9674,Port-O-John Airport,39.79529953,-83.22319794,Derby,
11524,Dermott Municipal Airport,33.48799896,-91.44259644,Dermott,
8197,Taylor Airstrip,34.98680115,-91.5503006,Des Arc,
8198,Bob Norman Airstrip,34.97320175,-91.52600098,Des Arc,
17716,De Louis Field,41.5481,-93.429199,Des Moines,
13716,Iron Mountain Pumping Plant Airport,34.13420105,-115.1190033,Desert Center,
13758,Julian Hinds Pump Plant Airstrip,33.69889832,-115.637001,Desert Center,
13236,Deshler Municipal Landing Strip,41.21590042,-83.87439728,Deshler,
18983,Wilder Airport,44.43080139,-97.561203,Desmet,
18542,Devine Municipal Airport,29.13839912,-98.94190216,Devine,
22401,Hellinger Airport,48.53829956,-111.4970016,Devon,
9373,Cackleberry Airport,42.42499924,-83.86940002,Dexter,
23223,K-D Field,33.27510071,-104.3690033,Dexter,
14578,Lost Creek Airport,43.89929962,-122.8170013,Dexter,
13797,Di Giorgio Ranch Landing Strip,35.25690079,-118.8330002,Di Giorgio,
23859,Barton Lake Ranch Airport,43.12879944,-118.677002,Diamond,
14277,Wolberg's Private Airport,47.03609848,-102.7779999,Dickinson,
18958,Dighton Airport,38.48970032,-100.4800034,Dighton,
11447,Triple J Airport,42.45830154,-92.72239685,Dike,
12689,Mc Donald Ranch Airport,28.65110016,-99.28869629,Dilley,
18547,Dilley Airpark,28.68549919,-99.18920135,Dilley,
16115,Nushagak Airport,59.13259888,-157.7769928,Dillingham,
19636,Dillon County Airport,34.44910049,-79.36859894,Dillon,DLL
24487,Price Airport,34.47499847,-79.39360046,Dillon,
24037,Vogelsong Airport,40.12870026,-76.9693985,Dillsburg,
14420,Ott Farms Airport,34.40380096,-102.4540024,Dimmitt,
21158,Dimmitt Municipal Airport,34.5667,-102.322998,Dimmitt,
25640,Olympic Field,47.99530029,-122.9000015,Discovery Bay/Maynard,
23822,Disney Airport,36.48899841,-94.95829773,Disney,
10771,Swans Field,44.51409912,-70.40679932,Dixfield,
21519,T & M Ag Aviation Airport,32.69879913,-93.82379913,Dixie,
8353,Bally's Strip,41.86669922,-89.44180298,Dixon,
15759,J & Y Ultralightport,41.85810089,-89.40730286,Dixon,
19205,Dixon Airport,41.03829956,-107.4970016,Dixon,
15765,Wilroads Gardens Airport,37.72280121,-99.92620087,Dodge City,
23713,Eibling Circle E Airport,40.74089813,-83.67099762,Dola,
24504,Hofer Private Airport,44.86660004,-98.0719986,Doland,
8272,Dolgeville Airport,43.11669922,-74.74960327,Dolgeville,
13082,Mc Gee Airport,45.2336998,-122.8560028,Donald,
13296,Keil Airport,37.38639832,-89.16040039,Dongola,
26126,Doniphan Municipal Airport,36.69369888,-90.78479767,Doniphan,
17742,Donnellson Airport,40.6208992,-91.54180145,Donnellson,
9662,Victory Field,39.93180084,-83.90750122,Donnellsville,
17872,Bear Air Airport,44.78519821,-116.0670013,Donnelly,
8355,Loy Airport,40.93199921,-87.59590149,Donovan,
18212,Russell Airport,40.92779922,-87.62249756,Donovan,
26190,TxAeroSport Aerodrome,33.536098,-96.680298,Dorchester,
14629,Jones Airport,44.97050095,-90.34619904,Dorchester,
15114,Allen Airport,41.66809845,-80.68560028,Dorset,
24111,Cedar Run Airport,40.58810043,-79.90589905,Dorseyville,
9190,Dos Palos Airport,36.96239853,-120.6299973,Dos Palos,
13837,Willis Ranch Airport,37.065497,-120.567,Dos Palos,
13884,Emmett Field,37.08879852,-120.5009995,Dos Palos,
18717,Double Springs-Winston County Airport,34.144501,-87.327797,Double Springs,
16405,Circle H Ranch Airport,31.50219917,-109.3909988,Douglas,
7259,Lmn 120 Airport,37.51589966,-96.9197998,Douglas,
26069,Hardy Ranch Airport,43.32519913,-105.6760025,Douglas,
26089,Wagonhound Airport,42.58670044,-105.538002,Douglas,
26119,Chamberlain Brothers Ranch Airport,42.75220108,-105.6200027,Douglas,
12778,Alley Field,37.51390076,-97.00029755,Douglass,
24629,Pilot Pointe Estates Airport,37.48139954,-97.01200104,Douglass,
7192,Pinewood Airport,33.78210068,-84.80079651,Douglasville,
9050,Miller Farm Airport,33.6595993,-84.66300201,Douglasville,
11431,Chattahoochee Air Park,33.66210175,-84.68049622,Douglasville,
10879,Bark River Airport,43.03329849,-88.45819855,Dousman,
25705,Heitman Field Airport,42.97719955,-88.47579956,Dousman,
15225,Dove Creek Airport,37.76390076,-108.8889999,Dove Creek,
16376,Landers Loop Airport,35.40010071,-93.06600189,Dover,
13036,Hood Field,35.17440033,-77.4835968,Dover,
15294,Baney's Airport,40.01729965,-76.81970215,Dover,
24249,Lazy B Ranch Airport,40.02259827,-76.81659698,Dover,
15196,Short Creek Airport,36.4007988,-87.99169922,Dover,
11066,Charles A. Chase Jr. Memorial Field,45.17750168,-69.24469757,Dover/Foxcroft,
6596,William E. Koenig Airport,39.01620102,-90.31819916,Dow,
9794,Soggy Bottom Airport,36.01800156,-85.93599701,Dowelltown,
24038,Fetters Construction Airport,40.09180069,-75.71080017,Downingtown,
23457,Downsville Airport,42.0583992,-75.020401,Downsville,
24301,Buckingham Airport,40.33229828,-75.03040314,Doylestown,
24505,Valburg Ranch Airport,43.73329926,-100.3980026,Draper,
10598,West St Mary's Airport,38.18899918,-76.44689941,Drayden,
15851,Elliott Farms Airport,48.64799881,-97.2684021,Drayton,
17068,Drayton Municipal Airport,48.61859894,-97.17590332,Drayton,
24628,Meitl Airport,39.58969879,-100.4280014,Dresden,
23512,Riverview Airport,40.13650131,-81.99369812,Dresden,
10812,Wayne's World Airport,36.26330185,-88.75720215,Dresden,
24964,Turner Field,36.27759933,-88.65370178,Dresden,
20430,Ruleville Drew Airport,33.77640152,-90.52500153,Drew,
7342,Arvin Ranch Airport,38.4403,-94.5933,Drexel,
22554,Hilltop Airport,38.56330109,-94.5911026,Drexel,
7634,Ohho Airport,30.27000046,-98.10829926,Dripping Springs,
7918,Keyes Ranch Airport,30.2894001,-98.17389679,Dripping Springs,
12667,Bleakley Ranch Airport,30.22520065,-98.14199829,Dripping Springs,
12668,Alexander Ranch Airport,30.27190018,-98.11699677,Dripping Springs,
12932,Lowrance Airport,35.61259842,-90.02089691,Driver,
12361,Eau Claire Lakes Airport,46.34880066,-91.49819946,Drummond,
11082,B T & K H Ranch Airport,30.6473999,-93.05519867,Dry Creek,
8142,Conrads Airport,38.70650101,-84.59989929,Dry Ridge,
7531,Tate Ranch Airport,30.30430031,-102.1380005,Dryden,
16602,Horse Shoe A Ranch Airport,38.43999863,-120.887001,Drytown,
6980,Hemmer RLA Restricted Landing Area,37.97779846,-89.20290375,Du Quoin,
10694,Six Ponds Airport,42.84120178,-74.17870331,Duanesburg,
11359,Duanesburg Airport,42.75839996,-74.13289642,Duanesburg,
15098,Mariaville Aerodrome,42.82040024,-74.14820099,Duanesburg,
11542,Moxley's Airport,39.625,-76.26249695,Dublin,
22822,Dublin Field,34.66960144,-78.70249939,Dublin,
24282,Graystrip Airport,40.36230087,-75.18019867,Dublin,
8078,Quahadi Ranch Airport,32.17779922,-98.43499756,Dublin,
25216,Dubois Municipal Airport,44.16659927,-112.2259979,Dubois,DBS
26092,Kinky Creek Divide Airport,43.37549973,-110.1100006,Dubois,
17731,Anderson Airport,42.50220108,-90.84320068,Dubuque,
9821,High Meadow Ranch Airport,37.52080154,-112.6419983,Duck Creek Village,
6629,Duckwater Airport,38.85160065,-115.6340027,Duckwater,
18178,Bussart Airport,39.57920074,-87.84860229,Dudley,
22260,Dudley Airport,36.7820015,-90.08899689,Dudley,
17197,Southfork Airport,27.603901,-82.192903,Duette,
13123,Lyda Ranch Airstrip,45.3911,-121.276001,Dufur,
23910,Fargher Airport,45.43650055,-121.1660004,Dufur,
18546,Jicarilla Apache Nation Airport,36.82849884,-106.8840027,Dulce,
26071,Sherwin Field Nr 1 Airport,43.5060997,-104.8779984,Dull Center/Sw Clareton/,
22143,Shelton's Private Airport,46.944901,-92.357101,Duluth,
15272,Reedville Airport,33.92509842,-91.51119995,Dumas,
12507,Rick Mathias Private Airport,45.7193985,-96.31030273,Dumont,
13811,Frisch Personal Airport,45.697201,-96.431395,Dumont,
15255,Dunbar Airport,45.65110016,-88.18209839,Dunbar,
15584,Copland Airport,34.50009918,-97.99479675,Duncan,
23824,Ketchum Ranch Airport,34.53340149,-97.76699829,Duncan,
12641,Chestnut Hill Airport,40.39680099,-77.07409668,Duncannon,
12166,Southerly Airport,28.01420021,-81.54060364,Dundee,
10294,Greenlawn Farm Airport,42.54869843,-76.95800018,Dundee,
8747,Kettle Moraine Airport,43.66799927,-88.19539642,Dundee,
13276,Davis Field,42.61669922,-92.21690369,Dunkerton,
13926,Baker & Hall Airport,36.71770096,-119.137001,Dunlap,
22765,Charles Field,35.22750092,-78.55519867,Dunn,
10242,Sunset Strip,47.23199844,-102.5090027,Dunn Center,
7659,Seven Feathers Airport,29.00659943,-82.40460205,Dunnellon,
10015,Mc Ginn Ranch Airport,41.72109985,-100.0879974,Dunning,
14093,Dupree Municipal Airport,45.045739,-101.605696,Dupree,
